,Title,Year,Worldwide,Domestic
9259,Friends and Romans,2015,20136,20136
9260,Forbidden Games,2015,19889,19889
9261,Wild Canaries,2015,19777,19777
9262,Misery Loves Comedy,2015,19634,19634
9263,Gabo: The Creation of Gabriel Garcia Marquez,2015,19337,19337
9264,Jackie & Ryan,2015,19305,
9265,The Challenger,2015,19003,19003
9266,Li'l Quinquin,2015,17868,7192
9267,The Other One,2015,17727,17727
9268,Butterfly Girl,2015,17503,17503
9269,Eva 2015 Re-release,2015,16738,16738
9270,This Changes Everything,2015,16692,16692
9271,The World of Kanako 2015 Re-release,2015,16627,16627
9272,Who Took Johnny,2015,16595,16595
9273,Life in a Walk,2015,16557,16557
9274,The Human Centipede III (Final Sequence),2015,16184,16184
9275,Can You Dig This,2015,15909,15909
9276,A Reason,2015,15792,15792
9277,Full Moon in Paris,2015,15726,15726
9278,Dreams Rewired,2015,15626,11843
9279,They Will Have to Kill Us First: Malian Music In Exile,2015,15453,7516
9280,Arabian Nights: Volume 2 - The Desolate One,2015,15245,6398
9281,Cheatin',2015,15077,15077
9282,Gloria,2015,14701,14701
9283,10 Days in a Madhouse,2015,14616,14616
9284,Buzzard,2015,14591,14591
9285,Gone Doggy Gone,2015,14354,14354
9286,Blackfoot Trail,2015,13848,13848
9287,Eli,2015,13547,13547
9288,Yakuza Apocalypse,2015,12756,12756
9289,The Armor of Light,2015,12267,12267
9290,Wa-shoku Dream: Beyond Sushi,2015,12240,12240
9291,A Murder in the Park,2015,12088,12088
9292,Little England 2015 Re-release,2015,12077,12077
9293,Emptying the Skies,2015,11811,11811
9294,Just Before I Go,2015,10970,10970
9295,Digging Up the Marrow,2015,10969,10969
9296,The Forecaster,2015,10824,10172
9297,Bleeding Heart,2015,10815,
9298,Mala Mala,2015,10761,10761
9299,Little Accidents,2015,10071,10071
9300,The Life and Mind of Mark DeFriest,2015,10021,10021
9301,52 Tuesdays,2015,9844,
9302,"One Cut, One Life",2015,9406,9406
9303,Cupcakes,2015,9129,9129
9304,Gerontophilia 2015 Re-release,2015,9074,4916
9305,Station to Station,2015,9000,9000
9306,B-Side,2015,8870,8870
9307,The Pardon,2015,8845,8845
9308,Dawn of the Crescent Moon,2015,8799,8799
9309,Meet Me in Montenegro,2015,8612,8612
9310,Farewell to Hollywood,2015,8601,8601
9311,Counting,2015,8374,8374
9312,Jellyfish Eyes,2015,8176,8176
9313,Steak (R)evolution,2015,8038,8025
9314,Straight Outta Tompkins,2015,8022,8022
9315,One Small Hitch 2015 Re-release,2015,7965,7965
9316,Bleak Street,2015,7888,
9317,The Great Man,2015,7814,7814
9318,Area 51,2015,7556,7556
9319,Rubble Kings,2015,7416,7416
9320,Antarctic Edge: 70° South,2015,7193,7193
9321,Gabriel,2015,6959,6959
9322,The Sisterhood of Night,2015,6870,6870
9323,Arabian Nights: Volume 3 - The Enchanted One,2015,6681,4502
9324,Horse Money,2015,6508,6508
9325,Ride,2015,6489,
9326,Tu Dors Nicole,2015,6445,5662
9327,The Suicide Theory,2015,6434,6434
9328,The Night of the Shooting Stars 2015 Re-release,2015,6186,6186
9329,The Marquise of O,2015,6048,6048
9330,"Sex, Death and Bowling",2015,5972,5972
9331,Medeas,2015,5895,5895
9332,Top Spin,2015,5858,5858
9333,Shout Gladi Gladi,2015,5839,5839
9334,Black November,2015,5782,5782
9335,The Wanted 18,2015,5680,5680
9336,This Isn't Funny,2015,5654,5654
9337,Our Man in Tehran,2015,5573,5573
9338,The Living,2015,5514,5514
9339,She's Lost Control,2015,5319,5319
9340,Sarajevo,2015,5247,5247
9341,The Princess of France,2015,5212,5212
9342,Death Valley,2015,5211,5211
9343,On War 2015 Re-release,2015,5086,5086
9344,SBK The-Movie,2015,4950,4950
9345,Guidance,2015,4900,4900
9346,Miss Hill: Making Dance Matter,2015,4706,4706
9347,Against the Sun,2015,4646,4646
9348,Seeds of Time,2015,4630,4630
9349,Farewell Herr Schwarz,2015,4445,4445
9350,Days of Grace 2015 Re-release,2015,4308,4308
9351,Set Fire to the Stars,2015,4280,4280
9352,The Knife of Don Juan,2015,4254,4254
9353,Three Night Stand,2015,4076,4076
9354,The Iron Ministry,2015,3885,3340
9355,Unfreedom,2015,3778,3778
9356,The Free Speech Apocalypse,2015,3726,3726
9357,Hyena,2015,3586,3401
9358,Mi America,2015,3330,3330
9359,Know How,2015,3323,3323
9360,Drunk Wedding,2015,3301,3301
9361,Windsor Drive,2015,3256,3256
9362,Blackhats,2015,3216,3216
9363,Moana,2015,2993,2993
9364,Julia,2015,2710,2710
9365,Chocolat 2015 Re-release,2015,2710,2710
9366,Body,2015,2634,2634
9367,Hayride 2,2015,2571,2571
9368,The Reflektor Tapes,2015,2424,
9369,L.A. Slasher,2015,2421,2421
9370,Anita Ho,2015,2250,2250
9371,Me You and Five Bucks,2015,2105,2105
9372,Sneakerheadz,2015,1903,1903
9373,The Other Man: F.W. de Klerk and the End of Apartheid,2015,1747,1747
9374,Dark Forest,2015,1739,1739
9375,The Looking Glass,2015,1711,1711
9376,Drown,2015,1631,1631
9377,Cut Snake,2015,1625,1625
9378,Forever,2015,1598,1598
9379,Making Rounds,2015,1484,1484
9380,Along the Roadside 2015 Re-release,2015,1352,1352
9381,3 Nights in the Desert,2015,1297,1297
9382,Childless,2015,1036,1036
9383,They Are We,2015,900,900
9384,Big Muddy,2015,881,881
9385,It's All So Quiet 2015 Re-release,2015,724,724
9386,It's Hard Being Loved by Jerks 2015 Re-release,2015,697,697
9387,The 11th Hour,2015,510,
9388,Paranoid Girls,2015,78,78
9389,Confession of a Child of the Century 2015 Re-release,2015,74,74
9390,Captain America: Civil War,2016,1153296293,408084349
9391,Rogue One: A Star Wars Story,2016,1056057273,532177324
9392,Finding Dory,2016,1028570889,486295561
9393,Zootopia,2016,1023784195,341268248
9394,The Jungle Book,2016,966550600,364001123
9395,The Secret Life of Pets,2016,875457937,368384330
9396,Fantastic Beasts and Where to Find Them,2016,814037575,234037575
9397,Deadpool,2016,782612155,363070709
9398,Suicide Squad,2016,746846894,325100054
9399,Doctor Strange,2016,677718395,232641920
9400,Moana,2016,643331111,248757044
9401,Sing,2016,634151679,270395425
9402,Mei ren yu,2016,553810228,3232685
9403,X-Men: Apocalypse,2016,543934105,155442489
9404,Kung Fu Panda 3,2016,521170825,143528619
9405,La La Land,2016,446092357,151101803
9406,Warcraft,2016,439048914,47365290
9407,Jason Bourne,2016,415484914,162434410
9408,Ice Age: Collision Course,2016,408579038,64063008
9409,Independence Day: Resurgence,2016,389681935,103144286
9410,Your Name.,2016,357986087,5017246
9411,The Legend of Tarzan,2016,356700357,126643061
9412,The Angry Birds Movie,2016,352333929,107509366
9413,Trolls,2016,346864462,153707064
9414,Star Trek Beyond,2016,343471816,158848340
9415,The Great Wall,2016,334933831,45540830
9416,Now You See Me 2,2016,334897606,65075540
9417,The Conjuring 2,2016,320392818,102470008
9418,Resident Evil: The Final Chapter,2016,312242626,26830068
9419,Passengers,2016,303144152,100014699
9420,Dangal,2016,302895451,12391761
9421,Alice Through the Looking Glass,2016,299457024,77041381
9422,Miss Peregrine's Home for Peculiar Children,2016,296482446,87242834
9423,Teenage Mutant Ninja Turtles: Out of the Shadows,2016,245623848,82051601
9424,Sully,2016,240797623,125070033
9425,Assassin's Creed,2016,240697856,54647948
9426,Hidden Figures,2016,235956898,169607287
9427,Ghostbusters,2016,229147509,128350574
9428,Inferno,2016,220021259,34343574
9429,Central Intelligence,2016,216972543,127440871
9430,Bridget Jones's Baby,2016,211952420,24252420
9431,Me Before You,2016,208314186,56245075
9432,London Has Fallen,2016,205754447,62524260
9433,Arrival,2016,203388186,100546139
9434,The Monkey King 2,2016,193677158,709982
9435,Bad Moms,2016,183936074,113257297
9436,Storks,2016,183388953,72679278
9437,The BFG,2016,183288689,55483770
9438,Allegiant,2016,179246868,66184051
9439,Hacksaw Ridge,2016,175302354,67209615
9440,The Girl on the Train,2016,173185859,75395035
9441,Operation Mekong,2016,173128787,800012
9442,The Huntsman: Winter's War,2016,164989338,48390190
9443,The Magnificent Seven,2016,162360636,93432655
9444,Jack Reacher: Never Go Back,2016,162146076,58697076
9445,Don't Breathe,2016,157100845,89217875
9446,The Accountant,2016,155160045,86260045
9447,Lights Out,2016,148868835,67268835
9448,Pete's Dragon,2016,143695338,76233151
9449,Sausage Party,2016,140705322,97685686
9450,Lion,2016,140312928,51738905
9451,Mechanic: Resurrection,2016,125729635,21218403
9452,Deepwater Horizon,2016,121790373,61433527
9453,Allied,2016,119520023,40098064
9454,I Belonged to You,2016,119107580,744541
9455,The Shallows,2016,119100758,55124043
9456,The Purge: Election Year,2016,118587880,79213375
9457,Why Him?,2016,118102725,60323786
9458,Finding Mr Right 2,2016,114679097,
9459,Office Christmas Party,2016,114501299,54767494
9460,How to Be Single,2016,112343513,46843513
9461,10 Cloverfield Lane,2016,110216998,72082998
9462,Neighbors 2: Sorority Rising,2016,108007109,55455765
9463,Cold War II,2016,103197501,560824
9464,Railroad Tigers,2016,102205175,218044
9465,Some Like It Hot,2016,95721320,100026
9466,Dirty Grandpa,2016,94073028,35593113
9467,Ben-Hur,2016,94061311,26410477
9468,Money Monster,2016,93282604,41012075
9469,My Big Fat Greek Wedding 2,2016,88923251,59689605
9470,Collateral Beauty,2016,88528280,31016021
9471,Train to Busan,2016,87547518,2129768
9472,Sultan,2016,87280000,6200000
9473,War Dogs,2016,86234523,43034523
9474,Nerve,2016,85251425,38583626
9475,Leap!,2016,84197417,2844490
9476,Ouija: Origin of Evil,2016,81705746,35144505
9477,Underworld: Blood Wars,2016,81093313,30353973
9478,Manchester by the Sea,2016,78988148,47695371
9479,The Boss,2016,78844582,63285885
9480,Shin Godzilla,2016,77947607,1918403
9481,Mike and Dave Need Wedding Dates,2016,77068246,46009673
9482,Tyler Perry's Boo! A Madea Halloween,2016,74827344,73206343
9483,Miracles from Heaven,2016,73883359,61705123
9484,I Am Not Madame Bovary,2016,70826207,436798
9485,Kubo and the Two Strings,2016,69929545,48023088
9486,One Piece Film: Gold,2016,66207073,423593
9487,Moonlight,2016,65046687,27854932
9488,Monster Trucks,2016,64493915,33370166
9489,Fences,2016,64414761,57682904
9490,"Hail, Caesar!",2016,63647656,30498085
9491,The Nice Guys,2016,62788218,36261763
9492,Huo guo ying xiong,2016,58106427,779818
9493,L.O.R.D: Legend of Ravaging Dynasties,2016,58089494,350456
9494,Nine Lives,2016,57814445,19700032
9495,Zoolander 2,2016,56722693,28848693
9496,Barbershop: The Next Cut,2016,55030051,54030051
9497,The Age of Shadows,2016,54491162,541719
9498,Tunnel,2016,52444295,568876
9499,The Finest Hours,2016,52099090,27569558
9500,Master,2016,51624799,597251
9501,Patriots Day,2016,50549909,31886361
9502,The Wailing,2016,49851770,786633
9503,So Young 2: Never Gone,2016,48980792,96421
9504,Florence Foster Jenkins,2016,48902953,27383770
9505,Mother's Day,2016,48782670,32492859
9506,Luck-Key,2016,48165531,466505
9507,"Yo-kai Watch Movie: It's the Secret of Birth, Meow! 2016 Re-release",2016,47899805,257343
9508,A Monster Calls,2016,47309313,3740823
9509,Eddie the Eagle,2016,46152800,15789389
9510,Risen,2016,46069568,36880033
9511,Blair Witch,2016,45173154,20777061
9512,Café Society,2016,43763247,11103205
9513,League of Gods,2016,43498766,181633
9514,Almost Christmas,2016,42580920,42158780
9515,The Witch,2016,40423945,25138705
9516,The Wild Life,2016,39543581,8005586
9517,"Crouching Tiger, Hidden Dragon: Sword of Destiny",2016,38659039,
9518,Absolutely Fabulous: The Movie,2016,37915971,4772155
9519,Hell or High Water,2016,37879877,27007844
9520,The Handmaiden,2016,37692886,2006788
9521,The Forest,2016,37608299,26594261
9522,Snowden,2016,37279439,21587519
9523,Eye in the Sky,2016,35259653,18704595
9524,Billy Lynn's Long Halftime Walk,2016,30930984,1738477
9525,Norm of the North,2016,30734502,17062499
9526,When the Bough Breaks,2016,30658387,29747603
9527,Nocturnal Animals,2016,30311857,10663357
9528,A Silent Voice: The Movie,2016,30156463,310407
9529,Keeping Up with the Joneses,2016,29918745,14904426
9530,Masterminds,2016,29674699,17368022
9531,Ae Dil Hai Mushkil,2016,28360590,4264983
9532,Fan,2016,28240000,2300000
9533,M.S. Dhoni: The Untold Story,2016,27755817,1801550
9534,The Light Between Oceans,2016,25975621,12545979
9535,A Beautiful Planet,2016,25588241,15603514
9536,Mr. Donkey,2016,25537759,356255
9537,The Brothers Grimsby,2016,25182929,6874837
9538,Born in China,2016,25081168,13873211
9539,Race,2016,25070261,19206207
9540,Free State of Jones,2016,25035950,20810036
9541,Whiskey Tango Foxtrot,2016,24972139,23083334
9542,The Snow Queen 3: Fire and Ice,2016,24644317,
9543,God's Not Dead 2,2016,24487848,20774575
9544,Jackie,2016,24270399,13960394
9545,The Founder,2016,24121245,12786053
9546,Bad Santa 2,2016,24079268,17782178
9547,Spirits' Homecoming,2016,23857217,125616
9548,Silence,2016,23737523,7100177
9549,Kevin Hart: What Now?,2016,23591043,23591043
9550,No manches Frida,2016,23540937,11528613
9551,Middle School: The Worst Years of My Life,2016,23316139,20007149
9552,Rock Dog,2016,23157646,9420546
9553,Triple 9,2016,23119442,12639297
9554,The Choice,2016,23064015,18730891
9555,Hunt for the Wilderpeople,2016,22867989,5205468
9556,Sweet Sixteen,2016,22819702,34327
9557,Captain Fantastic,2016,22787101,5879835
9558,Live by Night,2016,22678555,10378555
9559,Julieta,2016,22468044,1490948
9560,Love & Friendship,2016,21401949,14016568
9561,The Infiltrator,2016,21011110,15436808
9562,Keanu,2016,20651333,20591853
9563,Cock and Bull,2016,20490872,82778
9564,In This Corner of the World,2016,19496308,172147
9565,My Annoying Brother,2016,19162324,51996
9566,The Edge of Seventeen,2016,18803648,14431633
9567,The Wasted Times,2016,18345372,386540
9568,Asura,2016,18300843,175702
9569,Hardcore Henry,2016,16810562,9252038
9570,The Birth of a Nation,2016,16779212,15861566
9571,Pride and Prejudice and Zombies,2016,16405171,10938134
9572,"I, Daniel Blake",2016,15793051,260354
9573,Kapoor & Sons,2016,15396447,2607036
9574,Irreplaceable,2016,15130912,8494
9575,Three,2016,15121228,119550
9576,The Take,2016,14857808,50269
9577,Seondal: The Man Who Sells the River,2016,14777982,97477
9578,Sword Master,2016,14714624,75526
9579,"Hello, My Name Is Doris",2016,14659448,14444999
9580,The Other Side of the Door,2016,14332467,3000342
9581,A United Kingdom,2016,13819139,3902185
9582,Sing Street,2016,13624522,3237118
9583,Phantom of the Theatre,2016,13526843,43955
9584,Ratchet and Clank,2016,13385737,8821329
9585,Hillary's America: The Secret History of the Democratic Party,2016,13099931,13099931
9586,Shut In,2016,13082071,6900335
9587,Loving,2016,12957265,7751969
9588,Elle,2016,12748594,2341534
9589,The Beatles: Eight Days a Week - The Touring Years,2016,12283800,2930414
9590,The Man Who Knew Infinity,2016,12252684,3866794
9591,I Married an Anti-Fan,2016,12194083,89408
9592,Toni Erdmann,2016,11784207,1479387
9593,Seasons,2016,11425100,150092
9594,Friend Request,2016,10975390,3759078
9595,The Darkness,2016,10898293,10753574
9596,Our Kind of Traitor,2016,10711027,3153157
9597,The Perfect Match,2016,10414738,9669521
9598,Queen of Katwe,2016,10367161,8874389
9599,The King's Choice,2016,10017316,113231
9600,Phantom Detective,2016,9754195,67054
9601,Popstar: Never Stop Never Stopping,2016,9680029,9639125
9602,Paterson,2016,9588282,2152738
9603,A Hologram for the King,2016,9169507,4212494
9604,Miss Sloane,2016,9101546,3500605
9605,Meet the Blacks,2016,9097072,9097072
9606,Like Crazy,2016,9029150,107362
9607,The Lobster 2016 Re-release,2016,8952351,8700374
9608,Morgan,2016,8809407,3915251
9609,La folle histoire de Max et Léon,2016,8750678,543
9610,A Street Cat Named Bob,2016,8446262,82703
9611,Time Renegades,2016,8312361,59425
9612,The New Year's Eve of Old Lee,2016,8099301,25358
9613,Denial,2016,7994527,4073489
9614,For a Few Bullets,2016,7860447,30142
9615,Pele: Birth of a Legend,2016,7846608,57046
9616,Dongju: The Portrait of a Poet,2016,7809531,56550
9617,"Kiki, Love to Love",2016,7551282,12450
9618,Frantz,2016,7478354,880883
9619,Yu-Gi-Oh!: The Dark Side of Dimensions,2016,7445186,1015339
9620,The Innocents,2016,7400324,1065665
9621,Compadres,2016,7353544,3127773
9622,The Young Messiah,2016,7330338,6490401
9623,20th Century Women,2016,7214806,5664764
9624,Gosanja: Dae-dong-yeo Ji-do,2016,7035812,34034
9625,The Salesman,2016,6953604,2402067
9626,Bleed for This,2016,6698679,5083906
9627,The Red Turtle,2016,6591789,921974
9628,A Melody to Remember,2016,6559996,44263
9629,From the Land of the Moon 2016 Re-release,2016,6524799,47748
9630,Southside with You,2016,6512004,6304223
9631,Incarnate,2016,6341855,4799774
9632,Max Steel,2016,6272403,3818664
9633,Midnight Special,2016,6212282,3712282
9634,The Patriarch,2016,6156936,2156047
9635,The Duelist,2016,6101904,13450
9636,The Autopsy of Jane Doe,2016,5983416,10474
9637,Maggie's Plan,2016,5883891,3351735
9638,My Life as a Zucchini,2016,5872598,309766
9639,The Disappointments Room,2016,5745040,2423468
9640,Kingsglaive: Final Fantasy XV,2016,5725482,269980
9641,Like for Likes,2016,5715555,50839
9642,My Best Friend's Wedding,2016,5707770,78578
9643,Genius,2016,5681622,1361045
9644,Things to Come,2016,5638693,388140
9645,Wazir,2016,5633588,1124045
9646,After the Storm,2016,5382886,272132
9647,Sky on fire,2016,5335450,78366
9648,The Meddler 2016 Re-release,2016,5294643,4267218
9649,The Legend of Chupacabras,2016,5138140,
9650,Anthropoid,2016,5079219,2964845
9651,Hands of Stone,2016,4978353,4712792
9652,Swiss Army Man,2016,4935501,4210454
9653,Collide,2016,4811525,2280004
9654,Slack Bay,2016,4734494,112621
9655,Where to Invade Next,2016,4664756,3827261
9656,Everybody Wants Some!!,2016,4644472,3400278
9657,Find a Boyfriend for My Wife... PLEASE!,2016,4570757,1741889
9658,Cezanne et Moi,2016,4529583,257597
9659,Batman: The Killing Joke,2016,4462034,3775000
9660,Don't Think Twice,2016,4417667,4417667
9661,The Commune,2016,4410339,38737
9662,The Eagle Huntress,2016,4400140,3169351
9663,Kabali,2016,4388789,3903095
9664,Demolition,2016,4366460,1978592
9665,High-Rise,2016,4286576,346472
9666,Sheep & Wolves,2016,4190750,
9667,A Quiet Passion,2016,4159246,1865396
9668,The Last Princess,2016,4135255,29259
9669,Indignation,2016,3924527,3401155
9670,Rules Don't Apply,2016,3885342,3652206
9671,Neruda,2016,3884746,939101
9672,Green Room,2016,3769214,3220371
9673,The Last King,2016,3705618,8905
9674,Naam Hai Akira,2016,3678669,219401
9675,Colonia,2016,3621046,15709
9676,Miles Ahead,2016,3460466,2610896
9677,Obsession,2016,3454709,528799
9678,The Neon Demon,2016,3377430,1333124
9679,Vanishing Time: A Boy Who Returned,2016,3328517,57759
9680,Dear Zindagi,2016,3199581,2376479
9681,Aquarius,2016,3085977,285930
9682,Desierto,2016,3004168,2002036
9683,The Oscar Nominated Short Films 2016: Live Action,2016,2850840,2816816
9684,Remember You,2016,2845124,14814
9685,Personal Shopper,2016,2840408,1305195
9686,Battle for Incheon: Operation Chromite,2016,2749918,1023348
9687,Hillsong: Let Hope Rise,2016,2649761,2394386
9688,El Jeremías,2016,2540144,650465
9689,The Unknown Girl,2016,2432640,150549
9690,A Aa,2016,2313043,2313043
9691,No culpes al karma de lo que te pasa por gilipollas,2016,2242471,5614
9692,Heal the Living,2016,2223529,3176
9693,My Scientology Movie,2016,2130866,22936
9694,Equals,2016,2084628,33258
9695,High Strung,2016,2084451,53447
9696,I'm Not Ashamed,2016,2082980,2082980
9697,American Pastoral,2016,2063436,544098
9698,Being 17,2016,2045219,52713
9699,Graduation,2016,2015002,175975
9700,Little Men,2016,2008649,702537
9701,Greater,2016,2000093,2000093
9702,1898: Our Last Men in the Philippines,2016,1995045,2848
9703,Housefull 3,2016,1944262,1326999
9704,Purple Rain 2016 Re-release,2016,1868929,1868075
9705,Inseparables,2016,1864605,6258
9706,American Honey,2016,1818075,663246
9707,Elvis & Nixon,2016,1798432,1055287
9708,Mine,2016,1788934,
9709,Harry  Potter IMAX Marathon,2016,1784557,1729226
9710,I Saw the Light,2016,1767963,1646788
9711,After Love,2016,1728251,13693
9712,Weiner,2016,1715955,1676108
9713,"To Joey, with Love",2016,1709073,1709073
9714,In Between,2016,1679952,107977
9715,Equity,2016,1672306,1605463
9716,The Comedian,2016,1659002,1659002
9717,Rustom,2016,1658594,1087419
9718,Dough,2016,1647429,1148304
9719,Mohenjo Daro,2016,1630231,1264339
9720,"New York, New York",2016,1545352,92377
9721,The Wedding Plan,2016,1542345,1412404
9722,Certain Women,2016,1526698,1087585
9723,The Daughter,2016,1505434,26376
9724,Priceless,2016,1499605,1499605
9725,Moka,2016,1493067,129547
9726,Oasis: Supersonic,2016,1478119,242867
9727,Lazer Team,2016,1406538,1186426
9728,Born to Be Blue 2016 Re-release,2016,1401411,678203
9729,Papa,2016,1356033,26677
9730,The Teacher,2016,1350426,64437
9731,Kapow,2016,1331922,812737
9732,Baar Baar Dekho,2016,1329777,981947
9733,The Music of Strangers: Yo-Yo Ma and the Silk Road Ensemble,2016,1259588,1176781
9734,Alone in Berlin,2016,1205598,33125
9735,Remember 2016 Re-release,2016,1181023,637555
9736,Fire at Sea,2016,1178377,120933
9737,Ki & Ka,2016,1166781,857986
9738,Vaxxed: From Cover-Up to Catastrophe,2016,1163265,1163265
9739,Embrace: The Documentary,2016,1155263,629126
9740,The Hollars,2016,1138609,1016985
9741,Cell,2016,1133031,
9742,Dancer,2016,1131649,71917
9743,Papa Hemingway in Cuba,2016,1117399,1115615
9744,The Insanity of God,2016,1102525,1102525
9745,Chaar Sahibzaade 2: Rise of Banda Singh Bahadur 2016 Re-release,2016,1100947,700723
9746,The First Monday in May,2016,1072943,527474
9747,Au nom de ma fille,2016,1066493,1623
9748,Befikre,2016,1040421,498000
9749,"Polina, danser sa vie",2016,996425,165203
9750,Gimme Danger,2016,950040,440627
9751,Dark Horse 2016 Re-release,2016,944061,940715
9752,Kaili Blues,2016,935236,32164
9753,Gentleman,2016,923884,897876
9754,A Woman's Life,2016,895944,37626
9755,Believe,2016,890303,890303
9756,The Sea of Trees,2016,850985,20444
9757,31,2016,850419,779820
9758,Premam,2016,834525,828278
9759,Tickled,2016,790519,613956
9760,Lo and Behold: Reveries of the Connected World,2016,765796,594912
9761,The Polar Express 2016 IMAX Release,2016,765154,765154
9762,Saturday's Warrior,2016,744046,744046
9763,Wiener-Dog,2016,734729,477453
9764,Mr. Church,2016,685780,685780
9765,Baaghi,2016,676602,438207
9766,Mr. Gaga: A True Story of Love and Dance,2016,665617,173994
9767,City of Gold,2016,660445,640979
9768,The Family Fang,2016,649555,262921
9769,Range 15,2016,621738,621738
9770,The Bronze,2016,615816,615816
9771,Mr. Right,2016,607595,34694
9772,The Fencer 2016 Re-release,2016,599537,95952
9773,Gleason,2016,583664,583664
9774,Harry & Snowman,2016,578820,561460
9775,The Happiest Day in the Life of Olli Maki,2016,562537,
9776,Endless Poetry,2016,554706,153440
9777,Viral,2016,551760,
9778,We Are X,2016,548126,45270
9779,Planetarium,2016,546584,3262
9780,Kahaani 2,2016,532877,350703
9781,3 Generations,2016,531046,155936
9782,Willy Wonka & the Chocolate Factory 2016 Re-release,2016,526633,526633
9783,Only Yesterday 2016 Re-release,2016,525958,453243
9784,Unsullied,2016,510957,510957
9785,Our Little Sister 2016 Re-release,2016,483559,467555
9786,Staying Vertical,2016,456271,12158
9787,Blackway,2016,426491,27079
9788,Happy Bhaag Jayegi 2016 Re-release,2016,426345,351840
9789,Viva,2016,423976,178008
9790,Mad Max: Fury Road 2016 Re-release,2016,421986,421986
9791,The Bounce Back,2016,421404,321910
9792,Voiceless,2016,419952,419952
9793,Sand Storm,2016,414698,86800
9794,Te3n,2016,391957,331507
9795,Chronic,2016,374704,9033
9796,Eat That Question,2016,365540,355074
9797,Souvenir,2016,359798,11411
9798,The Invitation,2016,354835,231737
9799,Kaashmora,2016,354631,327959
9800,Howards End 2016 Re-release,2016,349993,160282
9801,Satanic,2016,349183,252
9802,The Idol,2016,343059,
9803,"Life, Animated",2016,342664,255388
9804,Voyage of Time: The IMAX Experience,2016,337038,55409
9805,Nocturama,2016,321768,30157
9806,The Student,2016,318123,1126
9807,AmeriGeddon,2016,316554,316554
9808,Christine,2016,313465,298525
9809,Under the Sun,2016,305993,105036
9810,Kaptaan,2016,296715,203790
9811,The Tenth Man,2016,295129,63564
9812,Jimmy Vestvood: Amerikan Hero,2016,290080,230069
9813,Tumbledown,2016,282083,135026
9814,Ho Mann Jahaan,2016,281926,208611
9815,Havenhurst,2016,279372,
9816,Exposed,2016,269915,
9817,The Carer,2016,267995,6208
9818,Minimalism: A Documentary About the Important Things,2016,261865,261865
9819,The Unspoken,2016,258760,
9820,Wild Oats,2016,247949,40598
9821,The Love Witch,2016,246218,228894
9822,Term Life,2016,243793,21256
9823,Tampopo,2016,224097,224097
9824,Spirit of the Game,2016,222565,222565
9825,Complete Unknown,2016,217473,191761
9826,Fatima,2016,212228,50105
9827,Donnie Darko 2016 Re-release,2016,212034,207971
9828,The Death of Louis XIV,2016,209715,43635
9829,SEED: The Untold Story,2016,209580,207825
9830,Don't Call Me Son,2016,204583,11678
9831,"Hieronymus Bosch, Touched by the Devil",2016,201907,172533
9832,White Girl,2016,200242,200242
9833,The Fallen Idol 2016 Re-release,2016,199619,199619
9834,Digimon Adventure tri: Reunion,2016,190581,190581
9835,The Masked Saint,2016,182695,182695
9836,Vigilante Diaries,2016,176777,1991
9837,Neon Bull,2016,173219,26734
9838,Apparition Hill,2016,170457,170457
9839,The Fits,2016,169236,166425
9840,De Palma,2016,168045,165237
9841,Tharlo,2016,161229,17091
9842,Beauty and the Beast 2016 Re-release,2016,160215,160215
9843,The Model,2016,159743,
9844,The Witness,2016,159305,159305
9845,Until Forever,2016,158872,35839
9846,Eva Hesse,2016,157481,157481
9847,Suntan,2016,157267,6643
9848,The Call Up,2016,152294,
9849,One Week and a Day,2016,152178,41614
9850,Born to Be Blue,2016,151926,151926
9851,Generation Found,2016,151751,151751
9852,Kicks,2016,150191,150191
9853,Michael Moore in TrumpLand,2016,149090,149090
9854,From Afar,2016,148630,30169
9855,Touched with Fire,2016,146487,146487
9856,Krisha,2016,144822,144822
9857,Clash,2016,143121,18215
9858,Rock on 2,2016,139173,98868
9859,Psycho-Pass: The Movie,2016,138366,138366
9860,The Kind Words,2016,135382,135382
9861,Ism,2016,134165,134165
9862,Under the Shadow,2016,133324,31900
9863,Dawson City: Frozen Time,2016,132369,132369
9864,Requiem for the American Dream,2016,130152,130152
9865,Chimes at Midnight,2016,126724,126724
9866,The Ones Below,2016,121827,12488
9867,The Girl Without Hands,2016,121020,21787
9868,Miss Sharon Jones!,2016,120880,120880
9869,Hockney 2016 Re-release,2016,120745,120745
9870,Remember the Goal,2016,119100,119100
9871,Until Forever 2016 Re-release,2016,118795,105358
9872,Victor,2016,117755,117755
9873,Caged No More,2016,114959,114959
9874,Elevator to the Gallows 2016 Re-release,2016,111267,111267
9875,Zero Days,2016,109649,109649
9876,Cameraperson,2016,109464,102033
9877,Jeruzalem,2016,107024,11287
9878,Best Worst Thing That Ever Could Have Happened...,2016,106986,106986
9879,Vita Activa: The Spirit of Hannah Arendt,2016,106768,82143
9880,Dekalog 2016 Re-release,2016,106494,106494
9881,Dictator,2016,104734,104734
9882,Demon,2016,104038,104038
9883,Puerto Ricans in Paris,2016,102890,102890
9884,Tanna,2016,102225,46654
9885,Tower,2016,101987,101987
9886,Magnus,2016,101739,8944
9887,The Lovers & the Despot,2016,95521,55511
9888,Saala Khadoos,2016,94787,76931
9889,The Fight Within,2016,94326,94326
9890,Into the Forest,2016,92166,9995
